fixation_duration,pupil_x,pupil_y,dispersion_x,dispersion_y,eeg_mean,eeg_std,eeg_min,eeg_max,eeg_median,eeg_var,eeg_count
99.0,96.0,82.0,1.0,2.0,0.2676901612903226,0.8168087929083683,-1.341533,1.54804,0.695427,0.6671766041724256,310.0
99.0,94.0,78.7,0.0,2.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
265.0,89.4,79.1,6.0,3.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
299.0,83.4,78.1,4.0,10.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
133.0,91.0,75.5,4.0,2.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
332.0,98.4,81.2,27.0,11.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
99.0,90.0,72.7,3.0,1.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
233.0,93.4,77.0,3.0,2.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
132.0,91.3,78.0,5.0,2.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
332.0,92.5,76.3,3.0,7.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
432.0,88.7,75.2,4.0,8.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
365.0,78.7,73.3,5.0,4.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
465.0,86.9,77.9,7.0,8.0,0.2361649193548387,0.7952993124095197,-1.352229,1.531241,0.6271035,0.6325009963190548,310.0
366.0,89.4,79.5,6.0,6.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
598.0,91.2,80.1,11.0,9.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
365.0,92.9,81.1,12.0,12.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
99.0,85.3,75.0,8.0,1.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
166.0,95.2,80.0,0.0,3.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
366.0,88.0,79.4,8.0,11.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
432.0,84.5,77.2,10.0,10.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
198.0,80.0,72.2,3.0,7.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
399.0,95.2,82.8,5.0,4.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
565.0,85.6,76.9,5.0,18.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
399.0,88.4,78.6,7.0,3.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
499.0,93.8,79.9,4.0,6.0,0.22871267419354835,0.7906608949128573,-1.363918,1.52727,0.6077815,0.6251446507444003,310.0
399.0,90.8,78.1,6.0,3.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
132.0,89.0,80.8,2.0,1.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
133.0,87.5,76.5,7.0,10.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
165.0,88.4,74.8,2.0,3.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
299.0,96.0,82.9,3.0,5.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
299.0,83.2,74.3,5.0,6.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
199.0,94.0,77.8,0.0,2.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
99.0,96.3,78.3,0.0,2.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
597.0,93.2,79.3,6.0,12.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
399.0,89.6,76.6,6.0,5.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
399.0,96.1,81.7,3.0,7.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
665.0,92.0,80.6,9.0,7.0,0.2033384516129032,0.7746748367546318,-1.395753,1.510963,0.5460195,0.6001211027008154,310.0
365.0,99.2,83.8,4.0,5.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
366.0,92.8,78.2,9.0,18.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
100.0,92.3,78.3,3.0,1.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
366.0,86.6,77.5,1.0,8.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
332.0,81.9,74.8,3.0,4.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
465.0,94.6,80.9,5.0,10.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
199.0,89.3,79.0,5.0,3.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
166.0,93.4,81.2,3.0,5.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
166.0,92.6,81.8,3.0,5.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
465.0,89.0,81.5,10.0,9.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
99.0,85.0,76.0,4.0,3.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
365.0,87.5,79.1,5.0,12.0,0.15288580967741935,0.7445683476384191,-1.443853,1.47322,0.445009,0.5543820243050057,310.0
100.0,92.3,80.0,0.0,1.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
465.0,87.4,80.9,5.0,5.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
199.0,83.7,77.7,4.0,3.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
99.0,88.3,83.7,0.0,0.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
133.0,92.5,88.5,1.0,2.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
167.0,87.8,82.0,2.0,7.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
233.0,87.6,76.6,4.0,5.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
99.0,86.0,75.0,0.0,0.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
134.0,92.3,88.8,3.0,4.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
366.0,92.5,81.1,4.0,7.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
766.0,91.2,83.5,6.0,10.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
233.0,103.7,91.9,2.0,6.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
299.0,86.1,77.2,1.0,7.0,0.12057976451612903,0.7215908568655692,-1.464598,1.510435,0.37744449999999996,0.5206933647119865,310.0
233.0,89.9,81.0,6.0,5.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
299.0,93.1,83.3,9.0,7.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
133.0,88.0,76.3,3.0,6.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
232.0,85.6,79.1,3.0,6.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
99.0,85.0,79.7,2.0,2.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
304.0,88.1,74.9,2.0,3.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
166.0,93.2,79.2,1.0,3.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
232.0,91.4,76.4,2.0,4.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
166.0,93.2,80.6,2.0,1.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
332.0,86.3,74.9,6.0,6.0,0.5634173451612904,1.014497419121673,-1.504278,1.952787,1.110047,1.0292050134045354,310.0
433.0,96.0,85.5,5.0,18.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
732.0,90.0,82.0,6.0,15.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
133.0,85.3,72.3,1.0,3.0,0.10597259677419356,0.7104397385932784,-1.471307,1.543572,0.34294199999999997,0.5047246221724857,310.0
598.0,94.6,79.3,2.0,12.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
365.0,94.8,80.8,3.0,5.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
266.0,93.4,82.1,2.0,5.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
166.0,97.4,84.8,0.0,1.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
333.0,90.7,82.5,6.0,11.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
167.0,86.4,75.2,2.0,0.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
233.0,90.0,83.3,2.0,5.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
166.0,90.0,80.8,4.0,2.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
731.0,91.1,80.5,8.0,12.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
266.0,99.5,91.1,4.0,6.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
133.0,97.0,85.3,5.0,8.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
199.0,93.8,83.3,2.0,2.0,0.09424255483870968,0.702031207320684,-1.476694,1.570181,0.3157845,0.49284781605213723,310.0
333.0,98.5,86.5,1.0,12.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
299.0,90.6,83.8,2.0,7.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
199.0,88.8,77.3,4.0,4.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
199.0,96.8,83.2,4.0,3.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
167.0,95.2,86.4,3.0,4.0,0.5491812709677419,1.134094791342871,-1.813796,2.124298,0.9975205,1.2861709957510299,310.0
199.0,86.0,80.7,4.0,3.0,0.07662537096774194,0.6903580938143539,-1.484784,1.610145,0.29450299999999996,0.47659429769498823,310.0
366.0,86.1,78.1,7.0,10.0,0.04565074193548388,0.6588981067395566,-1.483092,1.570264,0.240006,0.4341467150649721,310.0
599.0,100.8,85.5,6.0,20.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
234.0,88.3,78.1,5.0,6.0,0.014140374193548388,0.6305901823569025,-1.487328,1.518871,0.177955,0.39764397808491153,310.0
266.0,92.9,85.8,6.0,6.0,-0.0004188935483870979,0.6034628671637725,-1.436134,1.494951,0.1496205,0.36416743204552093,310.0
432.0,84.2,79.9,12.0,9.0,-0.011338293548387097,0.5869793580688482,-1.397739,1.509477,0.1007265,0.3445447667989171,310.0
665.0,84.3,82.1,9.0,8.0,-0.021257345161290322,0.5725290252152317,-1.385768,1.514234,0.065445,0.32778948471390346,310.0
498.0,88.1,83.0,6.0,4.0,-0.03071067096774193,0.557585924645354,-1.377268,1.504174,0.0228055,0.31090206336261433,310.0
232.0,93.3,83.9,2.0,5.0,-0.04219703548387096,0.5444576566268806,-1.36694,1.491952,-0.027361,0.29643413985963424,310.0
266.0,96.4,88.1,4.0,7.0,-0.058251296774193564,0.5319249296425769,-1.355032,1.444256,-0.0689945,0.2829441307752603,310.0
266.0,102.3,92.1,4.0,6.0,-0.06709434193548389,0.5266376896188221,-1.349263,1.408423,-0.0828335,0.2773472561270508,310.0
465.0,93.3,86.9,4.0,10.0,0.5701156903225807,1.1056696159128394,-1.664563,2.029558,1.0379685,1.222505299552846,310.0
332.0,91.6,85.2,5.0,8.0,-0.0759670419354839,0.522984898303471,-1.343475,1.37247,-0.1005335,0.2735132038534918,310.0
99.0,101.0,85.0,1.0,6.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
332.0,93.5,87.3,2.0,2.0,-0.08682792903225806,0.5208159129120336,-1.421793,1.337833,-0.119227,0.271249215142395,310.0
99.0,91.3,85.3,1.0,1.0,-0.09340927096774193,0.5199583625753472,-1.480614,1.332665,-0.12742900000000001,0.2703566988120362,310.0
532.0,90.4,84.3,4.0,7.0,-0.10276422903225806,0.5157996740545154,-1.544303,1.314196,-0.15089750000000002,0.26604930375474434,310.0
299.0,90.1,83.8,4.0,13.0,-0.11292645161290321,0.5142909237027379,-1.613489,1.305601,-0.1633815,0.2644951542030154,310.0
165.0,86.8,80.6,2.0,4.0,-0.12240013548387098,0.5157297061944064,-1.677987,1.349243,-0.16992600000000002,0.26597712985136873,310.0
765.0,93.6,86.2,6.0,20.0,-0.1334843387096774,0.5171356053930568,-1.717214,1.404067,-0.1879155,0.26742923436524335,310.0
299.0,91.3,86.0,2.0,5.0,-0.14255262903225807,0.5201390064406615,-1.723558,1.460162,-0.2092255,0.2705445860210785,310.0
199.0,86.0,81.2,4.0,4.0,-0.14991633548387095,0.5259101889204091,-1.728709,1.505713,-0.224599,0.27658152681030035,310.0
199.0,81.2,76.3,3.0,3.0,-0.15771819999999995,0.5285002241697073,-1.700024,1.530827,-0.2362505,0.27931248694743094,310.0
332.0,89.3,83.9,5.0,6.0,0.5868035354838709,1.0751878020113617,-1.590754,1.897492,1.092823,1.156028809594023,310.0
66.0,89.5,81.0,3.0,7.0,0.5256730032258065,0.9894055537949901,-1.443135,1.835199,1.0804684999999998,0.9789233498803709,310.0
465.0,90.6,84.9,4.0,9.0,-0.16995219677419354,0.5301696258417768,-1.621246,1.547297,-0.26582150000000004,0.2810798321652097,310.0
332.0,86.7,83.2,2.0,8.0,-0.18906267096774193,0.540136972771132,-1.473953,1.59066,-0.3032405,0.29174794935436266,310.0
465.0,85.1,79.2,4.0,14.0,-0.20502622903225806,0.5500015170321915,-1.359632,1.62011,-0.317269,0.302501668737712,310.0
432.0,88.6,82.0,7.0,12.0,-0.2129960516129032,0.557199911924967,-1.384828,1.634813,-0.337002,0.3104717418491909,310.0
166.0,89.8,83.0,3.0,2.0,-0.22380295483870968,0.566419866671135,-1.41392,1.646168,-0.3574795,0.3208314653597463,310.0
399.0,90.6,83.6,4.0,15.0,-0.2393245903225807,0.5708931854797159,-1.445921,1.628493,-0.384002,0.32591902922717736,310.0
332.0,92.7,84.9,5.0,10.0,-0.2590987322580645,0.5792036932418251,-1.523552,1.605976,-0.4216495,0.3354769182649702,310.0
100.0,89.3,81.0,1.0,3.0,-0.2881048064516129,0.594368904109388,-1.630651,1.56918,-0.47604650000000004,0.35327439417219486,310.0
366.0,91.9,85.5,5.0,3.0,-0.31425813870967745,0.6005701784674322,-1.687335,1.513833,-0.5200215,0.36068453926440336,310.0
165.0,91.8,85.8,1.0,3.0,-0.3317635193548387,0.6070468417225111,-1.725276,1.476788,-0.547876,0.3685058680452754,310.0
465.0,89.8,80.2,12.0,6.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
199.0,92.2,86.8,2.0,4.0,0.5966671774193547,1.0597740765922117,-1.542102,1.902369,1.1212715,1.123121093416875,310.0
297.0,91.1,86.0,4.0,9.0,-0.3457574322580645,0.6135215223622008,-1.755607,1.447174,-0.5682885,0.3764086584016325,310.0
137.0,95.0,85.3,1.0,4.0,-0.3645938419354839,0.6232501371540013,-1.790768,1.402999,-0.5994585,0.3884407334624815,310.0
99.0,97.3,88.3,0.0,0.0,-0.3893143354838709,0.6327568388089997,-1.783356,1.333122,-0.644358,0.4003812170595584,310.0
299.0,93.2,90.9,4.0,3.0,-0.4063212870967742,0.6419713546495102,-1.778257,1.293448,-0.6715225,0.4121272201905272,310.0
166.0,97.8,97.0,4.0,1.0,-0.4263950935483871,0.6555114284486734,-1.772238,1.24662,-0.722367,0.42969523282682026,310.0
97.0,94.0,92.0,0.0,3.0,-0.45151959999999997,0.670786778687031,-1.736752,1.148216,-0.761023,0.44995490246132386,310.0
166.0,88.0,84.0,4.0,3.0,-0.4666126645161291,0.6820176847204683,-1.748691,1.083016,-0.788601,0.4651481222714681,310.0
332.0,94.5,87.2,6.0,15.0,-0.47895783870967745,0.6928080957045006,-1.811008,1.029687,-0.8063405,0.4799830574736965,310.0
232.0,88.9,82.0,5.0,11.0,-0.4964877129032258,0.7104772733499359,-1.897318,1.061261,-0.829787,0.5047779559467596,310.0
532.0,85.3,76.1,14.0,20.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
166.0,89.0,83.0,1.0,1.0,-0.510235464516129,0.7276059609782888,-1.959075,1.078208,-0.8618185,0.5294104344511391,310.0
266.0,97.1,87.0,2.0,2.0,0.5927105419354839,1.044476074068178,-1.526783,1.891193,1.1156015,1.090930269300874,310.0
332.0,96.2,86.4,3.0,4.0,-0.5259261580645161,0.7515475594794561,-2.02956,1.09755,-0.8862114999999999,0.5648237341595266,310.0
499.0,88.3,81.4,5.0,7.0,-0.5389569741935484,0.7764146835150905,-2.081096,1.107776,-0.907447,0.6028197607778382,310.0
432.0,95.2,85.2,7.0,9.0,-0.544922264516129,0.7928324538894634,-2.091533,1.101488,-0.9234635,0.6285832999403882,310.0
432.0,92.0,83.1,3.0,11.0,-0.5520733935483871,0.8147563357785585,-2.104044,1.09395,-0.9377489999999999,0.6638278866913032,310.0
166.0,89.0,78.6,3.0,2.0,-0.5586316419354839,0.8368565233230251,-2.115518,1.087037,-0.951675,0.7003288406283008,310.0
199.0,89.2,82.7,3.0,2.0,-0.5628518483870967,0.8716072311775194,-2.080145,1.075772,-0.980147,0.7596991654409416,310.0
132.0,95.8,88.3,2.0,1.0,-0.5621959193548387,0.9151003682308102,-2.202596,1.079621,-0.995844,0.8374086839361644,310.0
233.0,98.7,91.9,2.0,6.0,-0.5618674516129032,0.9388653931762817,-2.319051,1.100886,-1.0070295,0.8814682265040541,310.0
164.0,99.4,88.0,6.0,7.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
365.0,86.1,80.5,4.0,5.0,-0.5617037322580645,0.9511648151037703,-2.377103,1.111486,-1.014533,0.9047145054913895,310.0
266.0,102.5,95.4,16.0,12.0,-0.5495051387096774,0.969549733794396,-2.370902,1.132128,-1.026019,0.9400266863007841,310.0
201.0,88.2,81.0,4.0,4.0,0.5838116064516128,1.0302470017445393,-1.535867,1.966269,1.1196995,1.061408884603613,310.0
332.0,87.6,80.5,5.0,7.0,-0.5355971612903225,0.9907459451394414,-2.358964,1.154799,-1.030541,0.9815775278102449,310.0
99.0,93.3,86.3,1.0,5.0,-0.5216892096774194,1.0132011318384393,-2.347027,1.19797,-1.0309045000000001,1.0265765335586945,310.0
398.0,95.3,86.4,6.0,10.0,-0.5077812419354838,1.0368335933920079,-2.335089,1.241147,-1.0375079999999999,1.0750239003861835,310.0
300.0,99.8,90.8,2.0,4.0,-0.4740823709677419,1.0632616642479849,-2.214858,1.300801,-1.034343,1.1305253666593946,310.0
332.0,96.3,87.3,3.0,7.0,-0.4280397322580645,1.0993003645745438,-2.083119,1.409312,-1.0339015,1.2084612915537252,310.0
200.0,95.5,87.3,4.0,6.0,-0.39401044193548385,1.1282907073579278,-2.036342,1.520837,-1.0222604999999998,1.2730399203102531,310.0
765.0,100.2,89.0,6.0,12.0,-0.35539643225806444,1.1566016830262644,-1.952945,1.618466,-0.997043,1.3377274531791874,310.0
166.0,90.6,80.8,3.0,7.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
